,name,address,sido,gungu
501,서3점,부산광역시 금정구 서3동 141-246,부산광역시,금정구
502,서귀동문점,제주특별자치도 서귀포시 서문로29번길 18,제주특별자치도,서귀포시
503,서남점,대구광역시 달서구 감삼동 63-7,대구광역시,달서구
504,서둔탑동평동점,"경기도 수원시권선구 탑동 328-5번지, 101호",경기도,수원시
505,서면점(충남),세종특별자치시   연서면 당산로 286 대원네스트빌@상가101,세종특별자치시,
506,서문점,경기도 수원시장안구 장안로 7번길1 1층,경기도,수원시
507,서변점,대구광역시 북구 서변동 1738-14,대구광역시,북구
508,서부점,경상남도 창원시진해구   충장로 100,경상남도,창원시
509,서사로점,제주특별자치도 제주시 삼도1동 538-16,제주특별자치도,제주시
510,서산1점,충청남도 서산시 읍내동 160-1,충청남도,서산시
511,서산부영점,충청남도 서산시 성암1로 56(읍내동),충청남도,서산시
512,서산삼성점,충청남도 서산시 동문동 538,충청남도,서산시
513,서상점,경상남도 함양군 서상면 서상로 290-2,경상남도,함양군
514,서석점,강원도 홍천군 서석면 구룡령로 2525,강원도,홍천군
515,서울온천점,"서울특별시 노원구 노원로16길 15, 상가동 1층 104호 (하계동,중계9단지상가)",서울특별시,노원구
516,서울지사,서울특별시 금천구 시흥동 985-14,서울특별시,금천구
517,서정점,경기도 평택시 서정동 288-15,경기도,평택시
518,서천점,충청남도 서천군 서천읍 군사리 715-2,충청남도,서천군
519,서천점(용인),"경기도 용인시기흥구 예현로35번길  서천동,1층",경기도,용인시
520,서초동점,서울특별시 서초구 서초동 1360-34 지층,서울특별시,서초구
521,서현점,경기도 성남시분당구 서현동 311 효자촌주상복합 604-110,경기도,성남시
522,석관동점,"서울특별시 성북구 돌곶이로22길 50(석관동, 1층)",서울특별시,성북구
523,석남점,인천광역시 서구 석남동 457-7,인천광역시,서구
524,석림점,충청남도 서산시 석림동 783-4,충청남도,서산시
525,석문점,충청남도 당진군 석문면 통정3길 1-1,충청남도,당진군
526,석사점,강원도 춘천시 석사동 백령로23번지 17-3(효자동),강원도,춘천시
527,석적점,경상북도 칠곡군 석적읍 북중리 11길 28,경상북도,칠곡군
528,석포점,경기도 화성시 장안면 버들로 1199,경기도,화성시
529,선부3점,경기도 안산시단원구 선삼로 1 (선부동 1층),경기도,안산시
530,선수촌점,서울특별시 송파구 잠실7동 85-1 아시아선수촌상가내,서울특별시,송파구
531,선유점,경기도 파주시 문산읍 독서울1길 39 휴먼시아상가 106,경기도,파주시
532,선화점,대전광역시 중구 은행동 1-1,대전광역시,중구
533,설봉점,경기도 이천시 향교로 106(창전동),경기도,이천시
534,설성점,경기도 이천시 설성면 설장로 12-1(금성빌딩),경기도,이천시
535,설악동점,강원도 속초시 청봉로4길 1(설악동),강원도,속초시
536,설악면점,경기도 가평군 설악면 신천 중앙로 131,경기도,가평군
537,성거점,충청남도 천안시서북구 성거읍 성거길 90,충청남도,천안시
538,성건점,경상북도 경주시 성건동 625-8,경상북도,경주시
539,성남점,경기도 성남시중원구 성남동 4149,경기도,성남시
540,성남점(울산),울산광역시 중구 성남동 57-2 2F,울산광역시,중구
541,성내점,서울특별시 강동구 성내1동 560-5,서울특별시,강동구
542,성당점,"대구광역시 달서구 장기로 97(성당동, 보람빌딩지하1층)",대구광역시,달서구
543,성대1점,"경기도 수원시장안구 율전동 382-4, 1층",경기도,수원시
544,성대2점,경기도 수원시장안구 율전동 108-4,경기도,수원시
545,성모점,경기도 의정부시 금오로 111,경기도,의정부시
546,성산동점,서울특별시 마포구 중동 64-25,서울특별시,마포구
547,성산점,제주특별자치도 서귀포시 성산읍 성산중앙로 38,제주특별자치도,서귀포시
548,성서점,"대구광역시 달서구 이곡동 1194-2, 상가108호",대구광역시,달서구
549,성석점,경기도 고양시일산동구 고봉로 616(성석동),경기도,고양시
550,성정2점,충청남도 천안시서북구 성정동 서부11길 27,충청남도,천안시
551,성정점,충청남도 천안시서북구 성정동 성정로 141,충청남도,천안시
552,성환점,충청남도 천안시서북구 성환읍 성환리 345-3,충청남도,천안시
553,세검정점,서울특별시 종로구 평창동 285-2,서울특별시,종로구
554,세곡점,서울특별시 강남구 세곡동 124-2 1층 16,서울특별시,강남구
555,세류점,경기도 수원시권선구 세류3동 524-25,경기도,수원시
556,세종첫마을점,"세종특별자치시   나리로 38, 첫마을아파트 7단지 상가 103호",세종특별자치시,
557,세종청사점,"세종특별자치시   갈매로 479, 101(어진동, 상가동지하1층)",세종특별자치시,
558,센트럴파크점,인천광역시 연수구 송도동 컨벤시아대로 50 ,인천광역시,연수구
559,소래점,인천광역시 남동구 논현동 577 풍림상가 111호,인천광역시,남동구
560,소사1점,경기도 부천시소사구 소사본동 68-5,경기도,부천시
561,소사3점,"경기도 부천시소사구 소사로160번길 26-2, 1층일부(소사본동)",경기도,부천시
562,소양로점,강원도 춘천시 중앙로 126번지(소양로4가),강원도,춘천시
563,소촌점,광주광역시 광산구 소촌동 610 서라@상가105,광주광역시,광산구
564,속리산점,충청북도 보은군 속리산면 사내리 281-1,충청북도,보은군
565,송강그린점,대전광역시 유성구 송강동 208-7,대전광역시,유성구
566,송강마을점,대전광역시 유성구 구즉로58번길 12(송강동),대전광역시,유성구
567,송내1점,"경기도 부천시소사구 경인로134번길 72, 202호(송내동,단지내상가2층)",경기도,부천시
568,송내점,경기도 동두천시 중앙로 126 생연프라자 101호,경기도,동두천시
569,송도럭키점,인천광역시 연수구 옥련동 626 럭키아파트 일반상가 103호,인천광역시,연수구
570,송도신도시점,"인천광역시 연수구 해돋이로6번길 33, 한진해모로상가 105호",인천광역시,연수구
571,송도점,인천광역시 연수구 비류대로 216 1층4호,인천광역시,연수구
572,송림점,인천광역시 동구 송림동 55-227 1층,인천광역시,동구
573,송산점,충청남도 당진시 송산면 유곡리 355-36,충청남도,당진시
574,송악점,충청남도 아산시 송악면 외암리 595-104,충청남도,아산시
575,송월점,인천광역시 중구 송월동1가 11-128,인천광역시,중구
576,송정점,"강원도 동해시 동해항2길 5, 7/2(송정동)",강원도,동해시
577,송지호점,강원도 고성군 죽왕면 동해대로 5902,강원도,고성군
578,송천점,전라북도 전주시덕진구 솔내로 111(송천동1가),전라북도,전주시
579,송촌점,대전광역시 대덕구 송촌동 222-12,대전광역시,대덕구
580,송파한양점,서울특별시 송파구 송파동 122-3,서울특별시,송파구
581,송현점,대구광역시 달서구 송현동 798-23,대구광역시,달서구
582,수곡동점,충청북도 청주시서원구 수곡동80-20 (청남로 2092-1),충청북도,청주시
583,수리산역점,"경기도 군포시 번영로 403, 211(산본동, 가야주공)",경기도,군포시
584,수림점,인천광역시 남동구 주안로237번길 1,인천광역시,남동구
585,수서점,"서울특별시 강남구 광평로51길 49, 수서주공아파트상가112",서울특별시,강남구
586,수성점,대구광역시 수성구 수성동1가 82-2,대구광역시,수성구
587,수안보점,충청북도 충주시 수안보면 장터2길 20-7,충청북도,충주시
588,수완점,광주광역시 광산구 신가동 1101,광주광역시,광산구
589,수원지사, ,,
590,수유점,서울특별시 강북구 수유동 252-28,서울특별시,강북구
591,수지점,경기도 용인시수지구 풍덕천로 188-1(풍덕천동),경기도,용인시
592,순흥점,경상북도 영주시 순흥면 읍내리 315-1,경상북도,영주시
593,시화3점,"경기도 시흥시 정왕2동 57-3, 한일상가 109호",경기도,시흥시
594,시화5점,경기도 시흥시 역전로 427 세종상가 104,경기도,시흥시
595,시화6점,경기도 시흥시 정왕동 1847 청솔아파트 상가 104호,경기도,시흥시
596,시화7점,"경기도 시흥시 정왕4동 정왕신길로49번길 37,109(서해APT상가)",경기도,시흥시
597,시화8점,경기도 시흥시 정왕동 정왕대로266번길 6 금강아파트 상가 108호,경기도,시흥시
598,시화지구점,경기도 시흥시 봉우재로 7번길 20,경기도,시흥시
599,시흥공구점,서울특별시 금천구 시흥동 941-1,서울특별시,금천구
600,시흥사거리점,서울특별시 금천구 시흥1동 995-10 1층,서울특별시,금천구
601,신갈점,경기도 용인시기흥구 신갈동 28-9,경기도,용인시
602,신계점,충청남도 천안시동남구 목천읍 충철로 874 협성엠파이어아파트 상가 106~107호,충청남도,천안시
603,신곡점,경기도 의정부시 시민로 240,경기도,의정부시
604,신공덕점,"서울특별시 마포구 만리재옛길 20(신공덕동, 1층)",서울특별시,마포구
605,신공항점,"인천광역시 중구 영종대로27번길 39 상가-103(운서동, 창보밀레시티)",인천광역시,중구
606,신관점,충청남도 공주시 신관동 177-1,충청남도,공주시
607,신관초교점,충청남도 공주시 신관동 319-7 신관초교 후문앞,충청남도,공주시
608,신구로점,"서울특별시 구로구 구로중앙로28다길 21, 1층101호(구로동)",서울특별시,구로구
609,신길2점,서울특별시 영등포구 신길동 451-1,서울특별시,영등포구
610,신내동점,"서울특별시 중랑구 봉화산로 236(신내동, 102호)",서울특별시,중랑구
611,신대방역점,서울특별시 관악구 신림동 542-17,서울특별시,관악구
612,신대점,대전광역시 대덕구 신대동 216번지,대전광역시,대덕구
613,신도림점,서울특별시 구로구 신도림로11다길 23(신도림동),서울특별시,구로구
614,신둔점,경기도 이천시 신둔면 경춘대로 3155,경기도,이천시
615,신례원점,충청남도 예산군 예산읍 창말로 8,충청남도,예산군
616,신림2점,서울특별시 관악구 신림동 251-461,서울특별시,관악구
617,신림3점,서울특별시 관악구 신림동 1641-26 지상2층 일부,서울특별시,관악구
618,신림점(원주),강원도 원주시 신림면 신림황둔로 4,강원도,원주시
619,신매점,대구광역시 수성구 신매동 599-15,대구광역시,수성구
620,신반점,경상남도 의령군 부림면 신번로 164,경상남도,의령군
621,신부점,충청남도 천안시동남구 터미널7길 26,충청남도,천안시
622,신사동점,서울특별시 은평구 갈현로3길 33-8.1층,서울특별시,은평구
623,신선점,부산광역시 영도구 하나길 614,부산광역시,영도구
624,신설동점,서울특별시 종로구 숭인2동 699,서울특별시,종로구
625,신성점,대전광역시 유성구 신선로 72번길 30,대전광역시,유성구
626,신수동점,"서울특별시 마포구 토정로 240, 1-1(신수동, 상가)",서울특별시,마포구
627,신수리점,강원도 철원군 서면 자등로 593,강원도,철원군
628,신시가지점,제주특별자치도 서귀포시 김정문화로 66(법환동),제주특별자치도,서귀포시
629,신양점,충청남도 예산군 신양면 청신로 364,충청남도,예산군
630,신영통점,경기도 수원시영통구 영통로90번길 4-9(망포동485-3),경기도,수원시
631,신원당점,경기도 고양시덕양구 고양대로1384 19-23 동문상가 1층 ,경기도,고양시
632,신월4점,서울특별시 양천구 신월4동 447-4,서울특별시,양천구
633,신월7점,서울특별시 양천구 신월7동 952-1 대지상가 105,서울특별시,양천구
634,신장동점,경기도 하남시 신장동 443-21,경기도,하남시
635,신정1점,"서울특별시 양천구 중앙로32길 55, 1층 101호 (신정동)",서울특별시,양천구
636,신정2점,"서울특별시 양천구 신목로2길 11, 1층 103호 (신정동,청구아파트상가)",서울특별시,양천구
637,신제주점,제주특별자치도 제주시 신대로 124(연동),제주특별자치도,제주시
638,신창부영점,광주광역시 광산구 신창동 1270번지 부영@2차 상가 2-106,광주광역시,광산구
639,신창점,충청남도 아산시 신창면 서부남로 868,충청남도,아산시
640,신천은행점,경기도 시흥시 신천동 781-22,경기도,시흥시
641,신천점,대구광역시 동구 신천동 279-17,대구광역시,동구
642,신탄1덕암점,대전광역시 대덕구 평촌동 535-1 덕암연립상가2동 1층 1호~2호,대전광역시,대덕구
643,신탄3점,대전광역시 대덕구 신탄진동 18-8,대전광역시,대덕구
644,신태인점,전라북도 정읍시 신태인중앙로 7,전라북도,정읍시
645,신풍시장점,서울특별시 영등포구 신길3동 325-96,서울특별시,영등포구
646,신항점,충청남도 태안군 근흥면 신진도리 527-8,충청남도,태안군
647,신현리점,경기도 광주시 오포읍 새말길 94,경기도,광주시
648,신현점,인천광역시 서구 원창로239번길 4(가정동),인천광역시,서구
649,신흥2점,"경기도 성남시수정구 수정로220번길 5, 1층(신흥동)",경기도,성남시
650,심곡5점,경기도 부천시원미구 부흥로373번길 44,경기도,부천시
651,심곡본1점,"경기도 부천시소사구 성주로 159(심곡본동,1층)",경기도,부천시
652,심곡점,인천광역시 서구 심곡로 170 상가동 1층 103호,인천광역시,서구
653,십정2점,인천광역시 부평구 이규보로95번길 14,인천광역시,부평구
654,십정점,"인천광역시 부평구 배곶남로21번길 1, 1층",인천광역시,부평구
655,쌍문동점,서울특별시 도봉구 쌍문동 56 삼익A 상가 107,서울특별시,도봉구
656,쌍촌시영점,광주광역시 서구 쌍촌로 37,광주광역시,서구
657,아동점,경기도 파주시 정담길 5(아동동),경기도,파주시
658,아라점,제주특별자치도 제주시 아라동 아라주공 아파트 상가 106호,제주특별자치도,제주시
659,아산풍기점,충청남도 아산시 풍기동 514,충청남도,아산시
660,아중점,전라북도 전주시덕진구 인후동1가 888-7,전라북도,전주시
661,안강점,경상북도 경주시 안강읍 비화원로 117,경상북도,경주시
662,안녕송산점,경기도 화성시 안녕동 37-1,경기도,화성시
663,안면점,충청남도 태안군 안면읍 장터로 114,충청남도,태안군
664,안산3점,경기도 안산시단원구 예술대학로 107 상가104호,경기도,안산시
665,안산상록수점,경기도 안산시상록구 본삼로 17 1층 103호,경기도,안산시
666,안산이동점,"경기도 안산시상록구 도매시장로 34-1, 102호",경기도,안산시
667,안산일동점,경기도 안산시상록구 호동로 81(일동),경기도,안산시
668,안산효자점,경기도 안산시단원구 선부광장서로1길 15 효자상가103호,경기도,안산시
669,안서점,충청남도 천안시동남구 안서동 중암1길 17,충청남도,천안시
670,안성2점,경기도 안성시 신건지동 1-2,경기도,안성시
671,안양5동점,경기도 안양시만안구 안양동 388-12,경기도,안양시
672,안의점,경상남도 함양군 안의면 금천리 203-4,경상남도,함양군
673,안정리점,"경기도 평택시 팽성읍 안정쇼핑로 77-2, 12",경기도,평택시
674,안중점,경기도 평택시 안중읍 안현로서7길 16,경기도,평택시
675,안흥점,강원도 횡성군 안흥면 안흥로 30-1,강원도,횡성군
676,암사역점,서울특별시 강동구 암사1동 501-25,서울특별시,강동구
677,앙성점,충청북도 충주시 앙성면 가곡로 1033-1,충청북도,충주시
678,애월점,제주특별자치도 제주시 애월읍 애월리 1717-6,제주특별자치도,제주시
679,야탑점,"경기도 성남시분당구 야탑로139번길 18-3 (야탑동,1층)",경기도,성남시
680,약대점,경기도 부천시오정구 삼정동 318-5 1층,경기도,부천시
681,약목점,경상북도 칠곡군 약목면 약목로 94-2(2층 건물내 1층),경상북도,칠곡군
682,약수역점,서울특별시 중구 신당동 321-1 1층,서울특별시,중구
683,양곡1점,경기도 김포시 양촌읍 양곡2로60번길 53 101호,경기도,김포시
684,양덕원점,강원도 홍천군 남면 시동로 4,강원도,홍천군
685,양동점,경기도 양평군 양동면 양동시장길 6-5,경기도,양평군
686,양문점,경기도 포천시 영중면 양문로 98-1,경기도,포천시
687,양벌점,경기도 광주시 오포읍 양벌로 190,경기도,광주시
688,양성점,경기도 안성시 양성면 읍내길 26,경기도,안성시
689,양수리점,경기도 양평군 양서면 양수로150번길 9-2,경기도,양평군
690,양재점,서울특별시 서초구 양재동 8-71 광성빌딜 1층,서울특별시,서초구
691,양정염포점,울산광역시 북구 염포로 591-1(양정동),울산광역시,북구
692,양평동부점,경기도 양평군 양평읍 시민로 30,경기도,양평군
693,양평옥천점,"경기도 양평군 옥천면 북부길9번길, 5",경기도,양평군
694,양평용문점,경기도 양평군 용문면 용문로 359,경기도,양평군
695,양평점,경기도 양평군 양평읍 중앙로167번길62,경기도,양평군
696,어양점,전라북도 익산시 고봉로18길 107(어양동),전라북도,익산시
697,언양점,울산광역시 울주군 언양읍 읍성로 40,울산광역시,울주군
698,엄사금암점,충청남도 계룡시 엄사면 번영2길 4-41 101,충청남도,계룡시
699,엄정점,충청북도 충주시 엄정면 내창로 205,충청북도,충주시
700,여월점,경기도 부천시오정구 여월동 52-4 1층,경기도,부천시
701,여의도점,"서울특별시 영등포구 여의나루로 117, 109(여의도동)",서울특별시,영등포구
702,여주점,경기도 여주군 여주읍 여흥로 97,경기도,여주시
703,역곡1점,경기도 부천시원미구 역곡로 61 (역곡동),경기도,부천시
704,역북점,경기도 용인시처인구 역북동 중부대로1299번길 12 ,경기도,용인시
705,역삼동점,"서울특별시 강남구 논현로63길 16, 1층116호(역삼동,역삼종합시장더블루)",서울특별시,강남구
706,연남동점,서울특별시 마포구 연남로 41(연남동),서울특별시,마포구
707,연동점,제주특별자치도 제주시 연동 251-23,제주특별자치도,제주시
708,연무대점,충청남도 논산시 연무읍 안심로 127,충청남도,논산시
709,연봉점,강원도 홍천군 홍천읍 무궁화로 88,강원도,홍천군
710,연성점,"경기도 시흥시 인선길 100, 107호(장곡동, 연성프라자)",경기도,시흥시
711,연수3점,인천광역시 연수구 연수동 540 문남상가 107호,인천광역시,연수구
712,연수5점,"인천광역시 연수구 먼우금로 126, 107호(동춘동, 대림현대)",인천광역시,연수구
713,연수6점,"인천광역시 연수구 샘말로 106-7(연수동, 1층 일부)",인천광역시,연수구
714,연수동점,충청북도 충주시 연원로 28(연수동),충청북도,충주시
715,연수주공점,인천광역시 연수구 연수동 533 연수상가 103호,인천광역시,연수구
716,연안점,인천광역시 중구 항동7가 27-35,인천광역시,중구
717,연지점,경기도 안성시 연지동 16-1,경기도,안성시
718,연천점,경기도 연천군 연천읍 연천로 262,경기도,연천군
719,연풍점,경기도 파주시 파주읍 술이홀로 449,경기도,파주시
720,연풍점(충북),충청북도 괴산군 연풍면 향교로 28,충청북도,괴산군
721,염창동점,서울특별시 강서구 공항대로65길 51. 1층(염창동),서울특별시,강서구
722,영광점,전라남도 영광군 영광읍 남천리 312-2,전라남도,영광군
723,영덕점,경상북도 영덕군 영덕읍 중앙길 120-3,경상북도,영덕군
724,영동아파트점,"서울특별시 강남구 역삼로64길 11, 1층(대치동)",서울특별시,강남구
725,영등포점,서울특별시 영등포구 당산동3가 27,서울특별시,영등포구
726,영오점,경상남도 고성군 영오면 영회로 514,경상남도,고성군
727,영운동점,충청북도 청주시상당구 영운로 34-1(영운동),충청북도,청주시
728,영월삼호점,강원도 영월군 영월읍 단종로 88,강원도,영월군
729,영월점,강원도 영월군 영월읍 하송안길 114,강원도,영월군
730,영주지사, ,,
731,영천시장점,서울특별시 서대문구 천연동 1 냉천동 190,서울특별시,서대문구
732,영천점,"경상북도 영천시 충효로 71, 1층(문외동)",경상북도,영천시
733,"영통1,경희점","경기도 수원시영통구 영통동 1020-1, 102호",경기도,수원시
734,영통2점,경기도 수원시영통구 영통동 955-1 황골마을1단지 상가-106,경기도,수원시
735,영해점,경상북도 영덕군 영해면 성내리 470-31,경상북도,영덕군
736,예산1점,충청남도 예산군 예산읍 예산리 천변로 179,충청남도,예산군
737,예산2점,충청남도 예산군 예산읍 주교리 225-9,충청남도,예산군
738,예천점,경상북도 예천군 예천읍 남본리 222-2번지,경상북도,예천군
739,오남리점,경기도 남양주시 오남읍 진건오남로 626,경기도,남양주시
740,오류1점,서울특별시 구로구 고척로1길 5 (오류동),서울특별시,구로구
741,오목천점,경기도 수원시권선구 오목천동 500-1,경기도,수원시
742,오산1점,경기도 오산시 오산로 190번길 24,경기도,오산시
743,오산2점,경기도 오산시 원동 761-2,경기도,오산시
744,오성점,경기도 평택시 오성면 숙성리 137-7,경기도,평택시
745,오정점,경기도 부천시오정구 오정동 573-6,경기도,부천시
746,오크밸리점,강원도 원주시    ,강원도,원주시
747,오포점,경기도 광주시 오포읍 오포로 865,경기도,광주시
748,오학점,경기도 여주군 여주읍 현암2길28-11,경기도,여주시
749,옥계점(대전),대전광역시 중구 대종로 59(옥계동),대전광역시,중구
750,옥산점,경상북도 경산시 성암로 10길 2-12(옥산동),경상북도,경산시
751,옥수동점,"서울특별시 성동구 독서당로39길 48, 1층 (옥수동)",서울특별시,성동구
752,옥정점,"경기도 양주시 옥정동로 162, 율정동율정마을13단지상가",경기도,양주시
753,옥천점(충북),충청북도 옥천군 옥천읍 금구리 24-6,충청북도,옥천군
754,옥포1점,경상남도 거제시 옥포로 280,경상남도,거제시
755,온산점,울산광역시 울주군 온산읍 덕신리 480-1,울산광역시,울주군
756,온수리점,인천광역시 강화군 길상면 온수리 547-1,인천광역시,강화군
757,온양1점,충청남도 아산시 충무로 20번길 20,충청남도,아산시
758,와룡점,"대구광역시 달서구 이곡동로 32, 403-106(이곡동,성서와룡타운)",대구광역시,달서구
759,와수리점,강원도 철원군 서면 와수리 168-1,강원도,철원군
760,왕십리점,서울특별시 성동구 하왕십리2동 955-11,서울특별시,성동구
761,왜관점,경상북도 칠곡군 왜관읍 구상길 180 삼성A104,경상북도,칠곡군
762,외동점,경상남도 김해시 외동 1214-2,경상남도,김해시
763,요선동점,강원도 춘천시 요선동 서부대성로48번길 24,강원도,춘천시
764,용강점,경상북도 경주시 승삼1길 6-10,경상북도,경주시
765,용산점,대구광역시 달서구 용산동 954-11,대구광역시,달서구
766,용운점,대전광역시 동구 용운동 307-11,대전광역시,동구
767,용원점,경상남도 창원시진해구 용원동 용재로29번길 5-17,경상남도,창원시
768,용인구성점,경기도 용인시기흥구 구성로 176(언남동),경기도,용인시
769,용전점,"대전광역시 동구 계족로 481(용전동, 1층)",대전광역시,동구
770,용현1호점,인천광역시 남구 인하로91번길 20,인천광역시,남구
771,용현2호점,인천광역시 남구 낙섬중로 11(용현동),인천광역시,남구
772,용현점,"경기도 의정부시 충의로57번길 7-3(용현동, 1층)",경기도,의정부시
773,용호2점,부산광역시 남구 용호동 529-1,부산광역시,남구
774,용호점,"부산광역시 남구 용호로42번길 104(용호동,1층)",부산광역시,남구
775,용화점,"충청남도 아산시 용화동 694, 101호",충청남도,아산시
776,우만.지동점,경기도 수원시팔달구 우만동 469-15  1층,경기도,수원시
777,우면동점,"서울특별시 서초구 바우뫼로7길 11, 1층 106호(우면동,우면아파트상가)",서울특별시,서초구
778,우성점,충청남도 천안시서북구 직산읍 자은가리1길 68  ,충청남도,천안시
779,우암점,충청북도 청주시상당구 향군로 20(우암점),충청북도,청주시
780,우천점,강원도 횡성군 우천면 수남로 333,강원도,횡성군
781,운남삼성점,광주광역시 광산구 운남동 387-22번지 삼성@ 상가 127호,광주광역시,광산구
782,운정1점,"경기도 파주시 미래로 603, 상가동 203호(목동동)",경기도,파주시
783,운정2점,경기도 파주시 교하읍 동패로 115 상가동116호,경기도,파주시
784,운천점,경기도 포천시 영북면 운천로 10,경기도,포천시
785,운천한화점,경기도 포천시 영북면 산정리 454-4,경기도,포천시
786,울산신정1점,울산광역시 남구 신정동 521-19,울산광역시,남구
787,원곡동점,"경기도 안산시단원구 화랑로 92, 101(원곡동, 복원연립가동)",경기도,안산시
788,원남점,경상북도 울진군 매화면 매화리 1165-17,경상북도,울진군
789,원동일산점,"강원도 원주시 무실로 96, 1층 (일산동)",강원도,원주시
790,원미1점,경기도 부천시원미구 원미로 89-1(원미동),경기도,부천시
791,원북점,충청남도 태안군 원북면 원이로 837,충청남도,태안군
792,원앙마을점,충청남도 천안시동남구 목천읍 삼성리 9-9 부영A상가 110,충청남도,천안시
793,원종3점,경기도 부천시오정구 원종동 206-3,경기도,부천시
794,원주역전점,강원도 원주시 원일로 208(학성동),강원도,원주시
795,원주지사,테스트 테스트구 테스트점 23-123,테스트,테스트구
796,원천점,경기도 수원시영통구 매탄2동 동탄원천로1109번길 42 원천성일아파트상가동 103호,경기도,수원시
797,원천주공점,경기도 수원시영통구 원천동 548 원천주공 상가 103호,경기도,수원시
798,원통점,강원도 인제군 북면 금강로 46,강원도,인제군
799,원호점,경상북도 구미시 도량동 687-7,경상북도,구미시
800,월계동점,서울특별시 노원구 광운로2나길 11,서울특별시,노원구
801,월계삼호점,서울특별시 노원구 월계3동 12-1 삼호4차 상가,서울특별시,노원구
802,월곡2점,서울특별시 성북구 하월곡2동 37-18,서울특별시,성북구
803,월봉점,충청남도 천안시서북구 쌍용동 월봉로 79,충청남도,천안시
804,월산부영점,충청남도 홍성군 홍성읍 월산로30번길 6,충청남도,홍성군
805,월평점,대전광역시 서구 월평동 1154,대전광역시,서구
806,월피주공점,경기도 안산시상록구 월피동 446-2 주공상가 107호,경기도,안산시
807,위례신도시점,"경기도 성남시수정구 위례서일로3길 31, 101호(창곡동)",경기도,성남시
808,위미점,제주특별자치도 서귀포시 남원읍 위미리 1759-2,제주특별자치도,서귀포시
809,유구점,충청남도 공주시 유구읍 중앙1길 88,충청남도,공주시
810,유성1점,"대전광역시 유성구 구암동 610-1, 103",대전광역시,유성구
811,유성2점,대전광역시 유성구 장대동 269-8,대전광역시,유성구
812,유원지점,경기도 안양시만안구 안양동 41-1,경기도,안양시
813,유천2체인,대전광역시 중구 유천동 127-7,대전광역시,중구
814,유천점,대전광역시 중구 유천동 285-19,대전광역시,중구
815,율도점,인천광역시 서구 신현동 173-35,인천광역시,서구
816,율량점,충청북도 청주시상당구 율봉로152번길 18(율량동),충청북도,청주시
817,율암온천점,경기도 화성시 팔탄면 율암리 842-40,경기도,화성시
818,율하점,대구광역시 동구 율하동로12길 12(율하동),대구광역시,동구
819,으뜸점,광주광역시 서구 치평동 1168번지 해광한신@ 상가 113호,광주광역시,서구
820,은빛점,경기도 고양시덕양구 화중로130번길 5-19,경기도,고양시
821,은평구청점,서울특별시 은평구 은평로 200(응암동),서울특별시,은평구
822,은행나무점,서울특별시 금천구 탑골로 17,서울특별시,금천구
823,은행점,경기도 성남시중원구 은행동 산성대로582번길 14 (아이아빌딩1층),경기도,성남시
824,은행택지점,"경기도 시흥시 은행로 107 상가-1202(은행동, 대우3차)",경기도,시흥시
825,음봉점,충청남도 아산시 음봉면 산동안길 10,충청남도,아산시
826,음성점,충청북도 음성군 음성읍 문화길 6,충청북도,음성군
827,응암1점,서울특별시 은평구 응암동 124-17,서울특별시,은평구
828,의당.신한점,충청남도 공주시 의당면 연수원길 115-2 102호,충청남도,공주시
829,의정부지사, ,,
830,이대점,서울특별시 마포구 염리동 9-32,서울특별시,마포구
831,이도점,"제주특별자치도 제주시 도남로15길 4-12, 101(도남동)",제주특별자치도,제주시
832,이동점,경기도 포천시 이동면 화동로 2105,경기도,포천시
833,이매점,경기도 성남시분당구 이매로 54 이매촌분산상가 101호,경기도,성남시
834,이수점,충청남도 천안시서북구 백석동 433-3,충청남도,천안시
835,이원점,충청북도 옥천군 이원면 강청리 82-6,충청북도,옥천군
836,이월점,충청북도 진천군 이월면 진광로 789-1,충청북도,진천군
837,이주단지점,충청남도 당진군 송악읍 신복운로6길 7(1층),충청남도,당진군
838,이천중앙점,경기도 이천시 서희로 37(중리동),경기도,이천시
839,이천현대점,"경기도 이천시 부발읍 경충대로2110번길, 14",경기도,이천시
840,이충점,경기도 평택시 이충동 680번지,경기도,평택시
841,이화동점,서울특별시 종로구 대학로 52(연건동),서울특별시,종로구
842,인계점,경기도 수원시팔달구 인계동 163번지,경기도,수원시
843,인덕원점,"경기도 안양시동안구 흥안대로517번 49, 1층(관양동)",경기도,안양시
844,인동점(대전),대전광역시 동구 인동 147-7,대전광역시,동구
845,인월점,전라북도 남원시 인월면 인월리 249-16,전라북도,남원시
846,인제점,강원도 인제군 인제읍 비봉로 3,강원도,인제군
847,인제현리점,강원도 인제군 기린면 기린로 19,강원도,인제군
848,인창점,경기도 구리시 동구릉로 32,경기도,구리시
849,인천남부점,"인천광역시 남동구 성리로35번길 20-1(구월동, 1층)",인천광역시,남동구
850,인천남촌점,인천광역시 남동구 남촌동로 52-1,인천광역시,남동구
851,인천지사, ,,
852,일동점,경기도 포천시 일동면 회동로 1073,경기도,포천시
853,일신점,인천광역시 부평구 일신로 11,인천광역시,부평구
854,임계점,강원도 정선군 임계면 송계5길 5,강원도,정선군
855,임은점,경상북도 구미시 임은길 50,경상북도,구미시
856,자양1점,"서울특별시 광진구 자양로13다길 47(자양동, 1층)",서울특별시,광진구
857,자양3점,서울특별시 광진구 뚝섬로 693,서울특별시,광진구
